WKT;id;zona;tipologia;n_posti;fumetto;anno;nr_moduli;tot_bici;foto;codice_via;civico;barra;edificio;Tipo_generale;categoria
"LINESTRING (663873.560466869 5104834.26481724,663874.393898695 5104834.70604585)";"194";CENTRO STORICO_PIEDICASTELLO;Metallo 5 posti;"5";;"2022";"1";"5";195.jpg;"100";"28";;;Rastr_tradizionale;
"LINESTRING (663811.025150483 5104906.23997156,663811.252598349 5104907.18423703)";"195";CENTRO STORICO_PIEDICASTELLO;Metallo 4 posti;"4";;"2022";"1";"4";195.jpg;"1970";"3";;;Rastr_tradizionale;
"LINESTRING (663827.951523041 5104907.10430751,663828.319213552 5104906.60179714)";"196";CENTRO STORICO_PIEDICASTELLO;Metallo 4 posti;"4";;"2022";"1";"4";196.jpg;"100";"18";"1";;Rastr_tradizionale;
"LINESTRING (663767.209050589 5105010.54790466,663768.483711028 5105009.27324422)";"197";CENTRO STORICO_PIEDICASTELLO;Metallo 5 posti;"5";;"2022";"1";"5";197.jpg;"2070";"3";;;Rastr_tradizionale;
"LINESTRING (663754.903674814 5105007.45930437,663755.639055837 5105009.12616802)";"198";CENTRO STORICO_PIEDICASTELLO;Metallo 5 posti;"5";;"2022";"1";"5";198.jpg;"2070";"3";;;Rastr_tradizionale;
"LINESTRING (663107.542208558 5106285.93576711,663111.464240677 5106271.81645148)";"199";CENTRO STORICO_PIEDICASTELLO;Maccani;"10";;"2022";"3";"30";199.jpg;"1570";"146";;UFFICI COMUNALI;Rastr_tradizionale;
"LINESTRING (663176.64649204 5104110.01563912,663175.911111032 5104108.83902951)";"203";CENTRO STORICO_PIEDICASTELLO;Metallo 4 posti;"4";;"2022";"2";"8";203.jpg;"960";"5";;;Rastr_tradizionale;
"LINESTRING (663449.607665816 5104145.52841363,663449.239975312 5104146.55794704)";"206";CENTRO STORICO_PIEDICASTELLO;Metallo 4 posti;"4";;"2022";"1";"4";206.jpg;"2400";"4";;MUSEO GALLERIE PIEDICASTELLO;Rastr_tradizionale;
"LINESTRING (663449.230783049 5104146.70502323,663449.010168747 5104147.40363519)";"207";CENTRO STORICO_PIEDICASTELLO;Metallo 4 posti;"4";;"2022";"1";"4";207.jpg;"2400";"4";;MUSEO GALLERIE PIEDICASTELLO;Rastr_tradizionale;
"LINESTRING (663448.973399697 5104147.44040424,663448.734400869 5104148.2860924)";"208";CENTRO STORICO_PIEDICASTELLO;Metallo 5 posti;"5";;"2022";"1";"5";208.jpg;"2400";"4";;MUSEO GALLERIE PIEDICASTELLO;Rastr_tradizionale;
"LINESTRING (663448.716016344 5104148.32286145,663448.477017516 5104149.15016508)";"209";CENTRO STORICO_PIEDICASTELLO;Metallo 4 posti;"4";;"2022";"1";"4";209.jpg;"2400";"4";;MUSEO GALLERIE PIEDICASTELLO;Rastr_tradizionale;
"LINESTRING (663317.340043299 5107109.62115771,663317.400104976 5107108.66634275)";"214";GARDOLO;Metallo 4 posti;"4";;"2022";"1";"4";214.jpg;"5290";"103";;;Rastr_tradizionale;
"LINESTRING (664822.63658861 5102503.73444012,664825.176588613 5102504.58110679)";"228";OLTREFERSINA;Metallo 4 posti;"4";;"2022";"1";"4";228.jpg;"1160";"48";;;Rastr_tradizionale;
"LINESTRING (664806.708671928 5102498.17819011,664809.248671931 5102499.02485678)";"229";OLTREFERSINA;Metallo 4 posti;"4";;"2022";"1";"4";229.jpg;"1160";"4";;;Rastr_tradizionale;
"LINESTRING (663311.749125206 5107791.38482453,663317.59641688 5107792.04628286)";"459";GARDOLO;Archetto;"2";;"2024";"6";"12";459.JPG;"5290";;;"SCUOLA SECONDARIA ""PEDROLLI""";Rastr_bloccatelaio;SCUOLA
"LINESTRING (664959.767708322 5102662.14729165,664961.672708324 5102662.25312498)";"248";OLTREFERSINA;Metallo 4 posti;"4";;"2022";"1";"4";248.jpg;"1850";"9";;"OSPEDALE ""S. CHIARA""";Rastr_tradizionale;
"LINESTRING (664260.282134666 5103276.76776103,664260.917134667 5103272.48151103)";"254";S. GIUSEPPE_S. CHIARA;Metallo 5 posti;"5";;"2022";"3";"15";254.jpg;"3350";"79";;;Rastr_tradizionale;
"LINESTRING (663742.167794732 5103707.72390468,663742.290358236 5103706.8782165)";"177";CENTRO STORICO_PIEDICASTELLO;Gar 6 posti;"6";;"2022";"1";"6";177.jpg;"1220";"14";;FACOLTA' LETTERE;Rastr_bloccatelaio;SCUOLA
"LINESTRING (663653.103333541 5107383.43958322,663653.262083541 5107380.84666655)";"464";GARDOLO;Arco;"4";;"2024";"1";"4";464.JPG;"5470";;;;Rastr_tradizionale;
"LINESTRING (663653.791250208 5107376.82499988,663654.055833542 5107374.44374988)";"465";GARDOLO;Arco;"4";;"2024";"1";"4";465.JPG;"5470";;;;Rastr_tradizionale;
"LINESTRING (664355.294009767 5103025.83692743,664357.542968103 5103027.0804691)";"264";S. GIUSEPPE_S. CHIARA;Metallo 3 posti;"3";;"2022";"2";"6";264.jpg;"3350";"49";;;Rastr_tradizionale;
"LINESTRING (664367.550173962 5103009.6904223,664369.677434038 5103011.57222929)";"265";S. GIUSEPPE_S. CHIARA;Metallo 4 posti;"4";;"2022";"2";"8";265.jpg;"3350";"49";;;Rastr_tradizionale;
"LINESTRING (664456.854188304 5102917.89096825,664458.163271428 5102918.66823636)";"266";S. GIUSEPPE_S. CHIARA;Metallo 4 posti;"4";;"2022";"2";"8";266.jpg;"1890";"2";;;Rastr_tradizionale;
"LINESTRING (664234.146421892 5102980.03150778,664236.150955425 5102979.54060161)";"268";S. GIUSEPPE_S. CHIARA;Metallo 4 posti;"4";;"2022";"1";"4";268.jpg;"2330";"161";;;Rastr_tradizionale;
"LINESTRING (664241.356606284 5102980.59400443,664242.952051341 5102981.20763715)";"267";S. GIUSEPPE-S. CHIARA;Metallo 4 posti;"4";;"2022";"2";"8";267.jpg;"2330";"161";;;Rastr_tradizionale;
"LINESTRING (664408.530612059 5103178.08146629,664411.230596002 5103179.26782287)";"271";S. GIUSEPPE_S. CHIARA;Metallo 4 posti;"4";;"2022";"3";"12";271.jpg;"2370";"3";;;Rastr_tradizionale;
"LINESTRING (664526.061731254 5102974.00767996,664528.925350587 5102976.13494004)";"272";S. GIUSEPPE_S. CHIARA;Metallo 4 posti;"4";;"2022";"2";"8";272.jpg;"1890";"7";;;Rastr_tradizionale;
"LINESTRING (664290.947343033 5103287.13942771,664290.841509699 5103289.25609438)";"255";S. GIUSEPPE_S. CHIARA;Rotonda 9 posti;"9";;"2022";"1";"9";255.jpg;"2950";"65";;"AUDITORIUM ""S. CHIARA""";Rastr_tradizionale;
"LINESTRING (664291.0796347 5103291.53151105,664291.926301367 5103293.11901105)";"256";S. GIUSEPPE_S. CHIARA;Rotonda 7 posti;"7";;"2022";"1";"7";256.jpg;"2950";"65";;"AUDITORIUM ""S. CHIARA""";Rastr_tradizionale;
"LINESTRING (663424.318333002 5103862.62249869,663429.609999674 5103863.25749869)";"462";CENTRO STORICO-PIEDICASTELLO;Metallo 4 posti;"4";;"2024";"1";"4";462.JPG;"2850";"4";;;Rastr_tradizionale;
"LINESTRING (663647.123958228 5107383.3006272,663647.097499895 5107381.28979386)";"463";GARDOLO;Arco;"4";;"2021";"1";"4";463.JPG;"5470";;;;Rastr_tradizionale;
"LINESTRING (663651.304166872 5107372.59166654,663653.156250207 5107373.12083321)";"466";GARDOLO;Arco;"4";;"2024";"1";"4";466.JPG;"5470";;;;Rastr_tradizionale;
"LINESTRING (663647.600000202 5107371.63916654,663649.505000204 5107372.32708321)";"467";GARDOLO;Arco;"4";;"2024";"1";"4";467.JPG;"5470";;;;Rastr_tradizionale;
"LINESTRING (663627.888541848 5107387.19666655,663628.258958515 5107385.34458322)";"468";GARDOLO;Argentario;"2";;"2024";"2";"4";468.JPG;"5470";;;;Rastr_bloccatelaio;
"LINESTRING (663625.242708512 5107393.59958323,663625.507291846 5107391.21833322)";"469";GARDOLO;Argentario;"2";;"2024";"3";"6";469.JPG;"5470";;;;Rastr_bloccatelaio;
"LINESTRING (664928.4158602 5106087.46085835,664932.652553326 5106087.5694915)";"470";MARTIGNANO;Archetto;"2";;"2024";"4";"8";470.JPG;"6485";;;;Rastr_bloccatelaio;
"LINESTRING (664958.464426028 5106174.02276394,664962.318994235 5106172.77935484)";"460";MARTGIGNANO;Archetto;"2";;"2024";"4";"8";460.JPG;"6485";;;;Rastr_bloccatelaio;
"LINESTRING (664306.584218049 5103269.33296935,664306.90171805 5103267.69255268)";"262";S. GIUSEPPE_S. CHIARA;Rotonda 6 posti;"6";;"2022";"1";"6";262.jpg;"2950";"67";;"AUDITORIUM ""S. CHIARA""";Rastr_tradizionale;
"LINESTRING (664661.218845237 5103382.20070727,664664.165840665 5103381.77582934)";"275";S. GIUSEPPE_S. CHIARA;Metallo 4 posti;"4";;"2022";"2";"8";275.jpg;"2730";"6";;;Rastr_tradizionale;
"LINESTRING (664928.667211789 5103227.3442553,664929.750931935 5103227.48685006,664930.834652082 5103228.11426699)";"278";S. GIUSEPPE_S. CHIARA;Metallo 4 posti;"4";;"2022";"2";"8";278.jpg;"3360";"1";;;Rastr_tradizionale;
"LINESTRING (664634.95053315 5103069.74853086,664635.321279516 5103070.17631512)";"279";S. GIUSEPPE_S. CHIARA;Pietra 3 posti;"3";;"2022";"1";"3";279.jpg;"1890";"27";;;Rastr_tradizionale;
"LINESTRING (663084.223645746 5107225.09187391,663084.620520747 5107223.71604057)";"246";GARDOLO;Metallo 5 posti;"5";;"2022";"1";"5";246.jpg;"5260";"34";;BOCCIODROMO;Rastr_tradizionale;
"LINESTRING (663082.556770745 5107232.65895725,663082.953645745 5107231.28312391)";"247";GARDOLO;Metallo 5 posti;"5";;"2022";"1";"5";247.jpg;"5260";"34";;BOCCIODROMO;Rastr_tradizionale;
"LINESTRING (663713.46630144 5107468.66120223,663714.418801441 5107470.19578557)";"285";GARDOLO;Metallo 5 posti;"5";;"2022";"1";"5";285.jpg;"5595";"10";;;Rastr_tradizionale;
"LINESTRING (661631.142549235 5109575.08849614,661632.412549236 5109576.41141281)";"287";GARDOLO;Sportiva;"6";;"2022";"1";"6";287.jpg;"5530";"40";;CAMPO SPORTIVO;Rastr_tradizionale;
"LINESTRING (661635.059488665 5109570.75553275,661637.577047859 5109573.02945718)";"288";GARDOLO;Sportiva;"6";;"2022";"1";"6";288.jpg;"5530";"40";;CAMPO SPORTIVO;Rastr_tradizionale;
"LINESTRING (661638.104923174 5109590.97721789,661639.12006801 5109589.79964988)";"289";GARDOLO;Sportiva;"6";;"2022";"1";"6";289.jpg;"5530";"40";;CAMPO SPORTIVO;Rastr_tradizionale;
"LINESTRING (661652.560585642 5109596.90566373,661653.859971033 5109595.32203779)";"290";GARDOLO;Sportiva;"6";;"2022";"1";"6";290.jpg;"5530";"40";;CAMPO SPORTIVO;Rastr_tradizionale;
"LINESTRING (661653.94118262 5109595.03779723,661655.159356423 5109593.77901763)";"291";GARDOLO;Sportiva;"6";;"2022";"1";"6";291.jpg;"5530";"40";;CAMPO SPORTIVO;Rastr_tradizionale;
"LINESTRING (663808.971852671 5105117.76179969,663810.311843855 5105118.49270398)";"295";CENTRO STORICO_PIEDICASTELLO;Arco;"10";;"2022";"1";"10";295.jpg;"3511";"5";;CAMPO SPORTIVO CAMPO CONI;Rastr_tradizionale;
"LINESTRING (663810.46411558 5105118.59421846,663811.367594484 5105119.16269957)";"296";CENTRO STORICO_PIEDICASTELLO;Arco;"10";;"2022";"1";"10";296.jpg;"3511";"5";;CAMPO SPORTIVO CAMPO CONI;Rastr_tradizionale;
"LINESTRING (663799.429491208 5105137.11046028,663800.201001284 5105135.89228647)";"297";CENTRO STORICO_PIEDICASTELLO;A pavimento 5 posti;"5";;"2022";"1";"5";297.jpg;"3511";"5";;CAMPO SPORIVO CAMPO CONI;Rastr_tradizionale;
"LINESTRING (664278.527096616 5103714.20224658,664278.892548757 5103712.13135111)";"300";ZTL;Metallo 4 posti;"4";;"2022";"3";"12";300.jpg;"1710";"53";;;Rastr_tradizionale;
"LINESTRING (663277.829842645 5108131.75995294,663278.385467646 5108132.02453627)";"286";GARDOLO;2 posti doppia;"4";;"2022";"1";"4";286.jpg;"5480";"7";;;Rastr_tradizionale;
"LINESTRING (663771.736340076 5105382.38975562,663772.792090706 5105382.99884252)";"292";CENTRO STORICO_PIEDICASTELLO;Rotonda 6 posti;"6";;"2022";"1";"6";292.jpg;"1480";;;SCUOLA PRIMARIA A. SCHMIDT;Rastr_tradizionale;SCUOLA
"LINESTRING (663772.223609597 5105272.91653648,663769.990290957 5105271.86078585)";"293";CENTRO STORICO_PIEDICASTELLO;Rotonda 4 posti;"4";;"2022";"2";"8";293.jpg;"3660";"3";;"SCUOLA INFANZIA CRISTO RE ""PICCOLO PRINCIPE""";Rastr_tradizionale;SCUOLA
"LINESTRING (663701.838558719 5106300.68661976,663703.284661782 5106301.4501819)";"298";CENTRO STORICO_PIEDICASTELLO;Verona 90;"6";VIA DEL BRENNERO - nr. posti 6;"2022";"1";"6";298.jpg;"400";"312";;UFFICI COMUNALI TOP CENTER;Rastr_bloccatelaio;
"LINESTRING (663703.478005804 5106301.55977529,663704.853072379 5106302.44489287)";"62";CENTRO STORICO_PIEDICASTELLO;Verona 90;"6";VIA DEL BRENNERO - nr. posti 6;"2022";"1";"6";62.jpg;"400";"312";;UFFICI COMUNALI TOP CENTER;Rastr_bloccatelaio;
"LINESTRING (663703.823641726 5106304.70938189,663704.507436456 5106303.22389679)";"61";CENTRO STORICO_PIEDICASTELLO;Verona 90;"6";VIA DEL BRENNERO - nr. posti 6;"2022";"1";"6";61.jpg;"400";"312";;UFFICI COMUNALI TOP CENTER;Rastr_bloccatelaio;
"LINESTRING (663750.621327481 5105276.4898463,663751.230414383 5105275.35288408)";"294";CENTRO STORICO_PIEDICASTELLO;Bronzetti 5 posti;"5";;"2022";"1";"5";294.jpg;"3660";"3";;"SCUOLA INFANZIA CRISTO RE ""PICCOLO PRINCIPE""";Rastr_tradizionale;SCUOLA
"LINESTRING (664596.431525174 5103704.30982118,664599.121445313 5103703.66936401)";"471";S. GIUSEPPE - S.CHIARA;Archetto;"2";;"2024";"3";"6";471.JPG;"1400";"12";;;Rastr_bloccatelaio;
"LINESTRING (664659.626313714 5103674.51532919,664657.426397148 5103668.24322664)";"473";S. GIUSEPPE - S.CHIARA;Archetto;"2";;"2024";"5";"10";473.JPG;"450";"4";;;Rastr_bloccatelaio;
"LINESTRING (664683.919009405 5103671.23885771,664693.280356492 5103665.80927639)";"474";S. GIUSEPPE - S.CHIARA;Archetto;"2";;"2024";"12";"24";474.JPG;"1400";"36";;;Rastr_bloccatelaio;
"LINESTRING (664612.859251736 5103699.95471239,664609.721011574 5103700.78730671)";"472";S. GIUSEPPE - S.CHIARA;Archetto;"2";;"2024";"3";"6";472.JPG;"1400";"18";;;Rastr_bloccatelaio;
"LINESTRING (665179.876535294 5103490.8014136,665184.326427573 5103494.8092636)";"277";S. GIUSEPPE_S. CHIARA;Archetto;"2";;"2024";"9";"18";277.jpg;"3360";"25";;;Rastr_bloccatelaio;
"LINESTRING (665175.087743934 5103472.98710974,665178.535673713 5103476.74446912)";"276";S. GIUSEPPE_S. CHIARA;Archetto;"2";;"2024";"5";"10";276.jpg;"3360";"25";;;Rastr_bloccatelaio;
"LINESTRING (664481.028188534 5102815.18997967,664482.246362338 5102813.80938269)";"306";S. GIUSEPPE_S. CHIARA;Metallo 4 posti;"4";;"2022";"2";"8";306.jpg;"190";"18";;FARMACIE COMUNALI;Rastr_tradizionale;
"LINESTRING (663705.944803224 5102135.8956611,663710.167805743 5102137.92595077)";"307";S. GIUSEPPE_S. CHIARA;Con gancio 7 posti;"7";;"2022";"2";"14";307.jpg;"3822";"3";;UFFICI COMUNALI MASO SMALZ;Rastr_bloccatelaio;
"LINESTRING (663705.863591637 5102135.65202634,663703.508455617 5102135.00233364)";"308";S. GIUSEPPE_S. CHIARA;Androna;"4";;"2022";"1";"4";308.jpg;"3822";"3";;UFFICI COMUNALI MASO SMALZ;Rastr_tradizionale;
"LINESTRING (664592.176396646 5101991.42024802,664595.587283296 5101990.77055532)";"315";OLTREFERSINA;Bronzetti 7 posti;"7";;"2022";"1";"7";315.jpg;"780";"2";"1";UFFICI COMUNALI;Rastr_tradizionale;
"LINESTRING (664233.958334788 5103690.63179643,664236.861620956 5103691.12950263)";"274";ZTL;Metallo 4 posti;"4";;"2022";"1";"4";274.jpg;"3490";"6";;;Rastr_tradizionale;
"LINESTRING (664600.459978509 5101986.70997598,664605.007827375 5101985.41059059)";"316";OLTREFERSINA;Bronzetti 7 posti;"7";;"2022";"1";"7";316.jpg;"780";"2";"1";UFFICI COMUNALI;Rastr_tradizionale;
"LINESTRING (662197.957300546 5103219.78610557,662198.505478757 5103219.6236824)";"317";SARDAGNA;Metallo 3 posti;"3";;"2022";"1";"3";317.jpg;"8603";"1";;UFFICI COMUNALI;Rastr_tradizionale;
"LINESTRING (664291.681755566 5100760.29960007,664291.681755566 5100761.83304544)";"324";OLTREFERSINA;A pavimento 5 posti;"5";;"2022";"1";"5";324.jpg;"1120";"11";;"PALAZZETTO DELLO SPORT ""BLM GROUP ARENA""";Rastr_tradizionale;
"LINESTRING (664721.911480259 5101572.5144989,664724.034712313 5101573.69407226)";"319";OLTREFERSINA;Arco;"6";;"2022";"1";"6";319.jpg;"4068";;;GIARDINO;Rastr_tradizionale;
"LINESTRING (664307.479027344 5102832.04138395,664310.889913993 5102833.5844041)";"303";S. GIUSEPPE_S. CHIARA;Bronzetti 5 posti;"5";;"2022";"2";"10";303.jpg;"3510";"61";;"SCUOLA SECONDARIA ""BRONZETTI-SEGANTINI""";Rastr_tradizionale;SCUOLA
"LINESTRING (664312.02687621 5102833.82803886,664314.950493338 5102834.88378949)";"304";S. GIUSEPPE_S. CHIARA;Bronzetti 5 posti;"5";;"2022";"1";"5";304.jpg;"3510";"61";;"SCUOLA SECONDARIA ""BRONZETTI-SEGANTINI""";Rastr_tradizionale;SCUOLA
"LINESTRING (664347.908085881 5101567.08846143,664349.874041486 5101568.66122591)";"318";OLTREFERSINA;Volta;"4";;"2022";"1";"4";318.jpg;"3525";;;PARCO;Rastr_tradizionale;
"LINESTRING (664647.696656155 5100084.5908287,664650.920823348 5100087.97227235)";"326";OLTREFERSINA;Con gancio doppia;"5";;"2022";"4";"20";326.jpg;"2540";;;PIAZZALE;Rastr_bloccatelaio;
"LINESTRING (664181.097788783 5103673.75126114,664205.125729607 5103679.07218403)";"25";ZTL;Metallo 4 posti;"4";VIA CALEPINA - nr. posti 60;"2022";"15";"60";25.jpg;"530";"13";;CAMERA DI COMMERCIO;Rastr_tradizionale;
"LINESTRING (664117.44675678 5103721.14322432,664117.968634227 5103719.02917839)";"334";CENTRO STORICO_PIEDICASTELLO;Verona 90;"6";;"2022";"1";"6";334.jpg;"1230";"8";;;Rastr_bloccatelaio;
"LINESTRING (665120.508979262 5100694.15502373,665120.666255711 5100691.55996233)";"327";OLTREFERSINA;Bronzetti 7 posti;"7";;"2022";"1";"7";327.jpg;"3803";"4";;"SUOLA PRIMARIA ""MADONNA BIANCA""";Rastr_tradizionale;SCUOLA
"LINESTRING (664117.022178518 5103723.12458955,664117.44675678 5103721.14322432)";"335";CENTRO STORICO_PIEDICASTELLO;Verona 90;"6";;"2022";"1";"6";335.jpg;"1230";"8";;;Rastr_bloccatelaio;
"LINESTRING (664116.691950981 5103725.05877941,664117.022178518 5103723.12458955)";"333";CENTRO STORICO_PIEDICASTELLO;Verona 90;"6";;"2022";"1";"6";333.jpg;"1230";"8";;;Rastr_bloccatelaio;
"LINESTRING (663875.436533294 5103648.52274692,663875.472566062 5103646.8056402)";"332";CENTRO STORICO-PIEDICASTELLO;Metallo 4 posti;"4";;"2022";"3";"12";332.jpg;"2670";"40";;;Rastr_tradizionale;
"LINESTRING (664438.568759368 5103956.99418558,664438.938119499 5103956.44014538)";"336";S. GIUSEPPE_S. CHIARA;2 posti doppia;"4";;"2022";"1";"4";336.JPG;"1750";"5";;;Rastr_tradizionale;
"LINESTRING (664115.099623086 5101212.54802755,664117.301493364 5101212.62666577)";"320";OLTREFERSINA;Androna;"4";;"2022";"2";"8";320.jpg;"1120";"21";;"CIRCOLO TENNIS ""ATA BATTISTI""";Rastr_tradizionale;
"LINESTRING (664297.304388598 5100755.38471106,664297.383026822 5100759.47389872)";"321";OLTREFERSINA;Pietra 1 posto;"1";;"2022";"12";"12";321.jpg;"1120";"11";;"PALAZZETTO DELLO SPORT ""BLM GROUP ARENA""";Rastr_tradizionale;
"LINESTRING (664291.603117342 5100754.28377592,664291.56379823 5100756.13177419)";"322";OLTREFERSINA;A pavimento 5 posti;"5";;"2022";"1";"5";322.jpg;"1120";"11";;"PALAZZETTO DELLO SPORT ""BLM GROUP ARENA""";Rastr_tradizionale;
"LINESTRING (664291.681755566 5100756.99679465,664291.603117342 5100759.55253694)";"323";OLTREFERSINA;A pavimento 7 posti;"7";;"2022";"1";"7";323.jpg;"1120";"11";;"PALAZZETTO DELLO SPORT ""BLM GROUP ARENA""";Rastr_tradizionale;
"LINESTRING (664316.168667141 5102835.20863584,664328.187982001 5102839.59406153)";"305";S. GIUSEPPE_S. CHIARA;Bronzetti 7 posti;"7";;"2022";"3";"21";305.jpg;"3510";"61";;"SCUOLA SECONDARIA ""BRONZETTI-SEGANTINI""";Rastr_tradizionale;SCUOLA
"LINESTRING (664321.838204701 5103435.06974554,664321.886779953 5103436.08982583)";"280";S. GIUSEPPE_S. CHIARA;Bronzetti 5 posti;"5";;"2022";"2";"10";280.jpg;"2290";"1";;"CONSERVATORIO MUSICA ""F.A. BONPORTI""";Rastr_tradizionale;SCUOLA
"LINESTRING (664325.386182253 5102785.38532728,664322.706199886 5102784.28897086)";"301";S. GIUSEPPE_S. CHIARA;Bronzetti 7 posti;"7";;"2022";"3";"21";301.jpg;"3510";"61";;"SCUOLA SECONDARIA ""BRONZETTI-SEGANTINI""";Rastr_tradizionale;SCUOLA
"LINESTRING (664322.462565125 5102784.12654768,664321.203785529 5102783.59867237)";"302";S. GIUSEPPE_S. CHIARA;Bronzetti 7 posti;"7";;"2022";"1";"7";302.jpg;"3510";"61";;"SCUOLA SECONDARIA ""BRONZETTI-SEGANTINI""";Rastr_tradizionale;SCUOLA
"LINESTRING (664735.220455511 5102450.83419507,664742.854344679 5102453.1081195)";"309";OLTREFERSINA;Archetto;"2";;"2022";"8";"16";309.jpg;"1160";"2";;"SCUOLA PRIMARIA ""A. NICOLODI""";Rastr_bloccatelaio;SCUOLA
"LINESTRING (664744.60655253 5102453.72287496,664747.84269854 5102454.84850007)";"310";OLTREFERSINA;Bronzetti 5 posti;"5";;"2022";"1";"5";310.jpg;"1160";"2";;"SCUOLA PRIMARIA ""A. NICOLODI""";Rastr_tradizionale;SCUOLA
"LINESTRING (664716.216944178 5102445.23059558,664723.850833346 5102447.50452001)";"311";OLTREFERSINA;Archetto;"2";;"2022";"8";"16";311.jpg;"1160";"2";;"SCUOLA PRIMARIA ""A. NICOLODI""";Rastr_bloccatelaio;SCUOLA
"LINESTRING (664522.023709525 5102014.88254322,664523.975990826 5102014.93094344)";"312";OLTREFERSINA;4 posti doppia;"4";;"2022";"2";"8";312.jpg;"1050";"13";;"SCUOLA PRIMARIA ""CLARINA""";Rastr_tradizionale;SCUOLA
"LINESTRING (663774.056424974 5105147.01693719,663776.971163638 5105141.90158425)";"461";CENTRO STORICO-PIEDICASTELLO;Archetto;"2";;"2024";"8";"16";461.JPG;"3511";;;;Rastr_bloccatelaio;
"LINESTRING (664066.146038649 5101061.2370841,664066.055288649 5101057.5617091)";"475";OLTREFERSINA;Archetto;"2";;"2024";"5";"10";475.jpg;"1120";"17";;;Rastr_bloccatelaio;
"LINESTRING (663788.431041658 5104828.50312496,663786.711249989 5104822.15312495)";"476";CENTRO STORICO-PIEDICASTELLO;Archetto;"2";;"2024";"5";"10";476.JPG;"1970";"11";;;Rastr_bloccatelaio;
"LINESTRING (663711.437291578 5104269.50468688,663716.133645749 5104267.85104105)";"477";CENTRO STORICO-PIEDICASTELLO;Archetto;"2";;"2024";"5";"10";477.JPG;"500";"2";;;Rastr_bloccatelaio;
"LINESTRING (664455.322760477 5104340.16953127,664453.437604225 5104339.34270835)";"480";CENTRO STORICO-PIEDICASTELLO;Archetto;"2";;"2024";"4";"8";480.JPG;"3290";"31";;;Rastr_bloccatelaio;
"LINESTRING (663719.976145824 5104395.98828138,663724.771718745 5104394.59921888)";"478";CENTRO STORICO-PIEDICASTELLO;Archetto;"2";;"2024";"5";"10";478.JPG;"1460";"1";;;Rastr_bloccatelaio;
"LINESTRING (664543.216470599 5104012.90505882,664542.587529422 5103995.71399999)";"482";CENTRO STORICO-PIEDICASTELLO;Archetto;"2";;"2024";"12";"24";478.JPG;"3400";"39";;;Rastr_bloccatelaio;
"LINESTRING (664074.845066177 5102820.81672794,664076.309279412 5102816.15167647)";"483";S. GIUSEPPE - S.CHIARA;Archetto;"2";;"2024";"5";"10";479.JPG;"460";"17";;;Rastr_bloccatelaio;
"LINESTRING (664269.486041547 5103129.83307176,664268.526926963 5103134.72786343)";"481";S. GIUSEPPE - S.CHIARA;Archetto;"2";;"2024";"4";"8";481.JPG;"3350";"38";;;Rastr_bloccatelaio;
"LINESTRING (663842.77081065 5104358.48510465,663834.767164808 5104360.60177132)";"479";CENTRO STORICO-PIEDICASTELLO;Archetto;"2";;"2024";"8";"16";479.JPG;"1460";"16";;;Rastr_bloccatelaio;
"LINESTRING (663719.792289271 5104391.74051516,663734.870365726 5104387.36300909)";"484";CENTRO STORICO-PIEDICASTELLO;Archetto;"2";;"2024";"15";"30";484.JPG;"1460";"3";;"SCUOLA SECONDARIA ""A. MANZONI""";Rastr_bloccatelaio;
"LINESTRING (664928.015605096 5100690.23120621,664928.085187102 5100688.56123806)";"485";OLTREFERSINA;Archetto;"2";;"2024";"3";"6";485.JPG;"1760";"28";;;Rastr_bloccatelaio;
"LINESTRING (664949.377281051 5100735.87700239,664950.421011147 5100733.37205016)";"486";OLTREFERSINA;Archetto;"2";;"2024";"3";"6";486.JPG;"1870";;;;Rastr_bloccatelaio;
"LINESTRING (664174.405416649 5104696.56208336,664173.717499982 5104695.13333336)";"487";CENTRO STORICO-PIEDICASTELLO;Archetto;"2";;"2024";"4";"8";487.JPG;"4056";;;;Rastr_bloccatelaio;
